1	170	1
2	136	1
3	136	1
4	136	1
5	150	1
6	121	1
6	170	1
7	121	1
7	136	1
7	170	1
8	121	1
8	170	1
9	121	1
10	121	1
11	8	1
11	158	1
12	8	1
12	150	1
12	158	1
13	150	1
13	158	1
14	150	1
15	8	1
15	150	1
16	65	1
16	121	1
16	136	1
16	141	1
16	150	1
17	65	1
17	121	1
17	136	1
17	141	1
17	150	1
18	65	1
18	121	1
18	136	1
18	141	1
18	150	1
19	65	1
19	121	1
19	136	1
19	141	1
19	150	1
20	65	1
20	121	1
20	136	1
20	141	1
20	150	1
21	65	1
21	121	1
21	136	1
21	141	1
21	150	1
22	65	1
22	121	1
22	136	1
22	141	1
22	150	1
23	65	1
23	121	1
23	136	1
23	141	1
23	150	1
24	65	1
24	121	1
24	136	1
24	141	1
24	150	1
25	65	1
25	121	1
25	136	1
25	141	1
25	150	1
26	65	1
26	121	1
26	136	1
26	141	1
26	150	1
27	65	1
27	121	1
27	136	1
27	141	1
27	150	1
28	65	1
28	121	1
28	136	1
28	141	1
28	150	1
29	65	1
29	121	1
29	136	1
29	141	1
29	150	1
30	65	1
30	121	1
30	136	1
30	141	1
30	150	1
31	65	1
31	121	1
31	136	1
31	141	1
31	150	1
32	35	1
33	35	1
34	76	1
35	76	1
36	136	1
36	150	1
37	65	1
37	121	1
37	136	1
37	141	1
37	150	1
38	35	1
39	35	1
40	35	1
41	35	1
42	136	1
42	142	1
43	8	1
43	150	1
44	8	1
44	150	1
44	158	1
45	8	1
45	150	1
45	158	1
46	8	1
46	150	1
46	158	1
47	8	1
47	150	1
47	158	1
48	8	1
49	142	1
50	136	1
50	142	1
51	136	1
51	142	1
52	136	1
52	142	1
53	136	1
53	142	1
54	142	1
55	136	1
55	142	1
56	136	1
56	142	1
57	121	1
58	121	1
59	121	1
60	121	1
61	121	1
62	121	1
63	121	1
64	121	1
65	121	1
66	121	1
67	121	1
68	121	1
69	136	1
70	136	1
70	142	1
71	142	1
72	35	1
73	35	1
74	35	1
75	35	1
76	35	1
77	35	1
78	121	1
79	136	1
80	136	1
81	136	1
82	136	1
83	136	1
84	136	1
85	136	1
86	136	1
87	136	1
88	68	1
89	3	1
89	121	1
90	169	1
90	170	1
91	76	1
92	35	1
93	136	1
93	142	1
94	142	1
95	136	1
95	142	1
96	136	1
96	142	1
97	68	1
98	68	1
99	68	1
100	68	1
101	141	1
102	141	1
103	128	1
104	128	1
105	128	1
106	128	1
107	128	1
108	128	1
109	121	1
110	141	1
111	141	1
112	116	1
113	116	1
114	150	1
115	35	1
116	68	1
116	121	1
117	68	1
117	121	1
118	121	1
119	121	1
120	150	1
121	150	1
122	150	1
123	150	1
124	121	1
125	121	1
126	121	1
127	3	1
127	121	1
128	142	1
129	22	1
130	22	1
130	104	1
130	136	1
131	22	1
131	104	1
131	136	1
132	150	1
133	65	1
133	121	1
133	136	1
133	141	1
133	150	1
134	65	1
134	121	1
134	136	1
134	141	1
134	150	1
135	65	1
135	121	1
135	136	1
135	141	1
135	150	1
136	65	1
136	121	1
136	136	1
136	141	1
136	150	1
137	65	1
137	121	1
137	136	1
137	141	1
137	150	1
138	22	1
138	68	1
138	94	1
138	104	1
138	121	1
138	136	1
139	22	1
139	68	1
139	94	1
139	104	1
139	121	1
139	136	1
140	22	1
140	68	1
140	104	1
140	121	1
140	136	1
141	22	1
141	68	1
141	94	1
141	104	1
141	121	1
141	136	1
142	22	1
142	68	1
142	94	1
142	104	1
142	121	1
142	136	1
143	22	1
143	68	1
143	94	1
143	104	1
143	121	1
143	136	1
144	22	1
144	68	1
144	94	1
144	104	1
144	121	1
144	136	1
145	121	1
146	121	1
146	136	1
146	170	1
147	121	1
147	136	1
147	170	1
148	121	1
149	121	1
150	35	1
150	121	1
151	35	1
151	121	1
152	35	1
152	121	1
153	35	1
153	121	1
154	35	1
154	121	1
155	35	1
155	121	1
156	35	1
156	121	1
157	35	1
157	121	1
158	121	1
159	121	1
160	121	1
161	121	1
162	121	1
163	136	1
163	141	1
164	136	1
164	141	1
165	136	1
165	141	1
166	150	1
167	121	1
168	8	1
168	150	1
168	158	1
169	136	1
169	141	1
170	121	1
171	121	1
172	121	1
173	121	1
174	68	1
174	121	1
175	121	1
176	68	1
176	121	1
177	68	1
177	121	1
178	68	1
179	68	1
179	121	1
180	35	1
181	121	1
181	136	1
181	147	1
182	167	1
182	172	1
183	121	1
184	121	1
184	136	1
184	147	1
185	121	1
185	136	1
185	147	1
186	121	1
186	136	1
186	147	1
187	121	1
187	136	1
187	147	1
188	121	1
188	136	1
188	147	1
189	121	1
189	136	1
189	147	1
190	121	1
190	136	1
190	147	1
191	121	1
191	136	1
191	147	1
192	121	1
192	136	1
192	147	1
193	121	1
194	121	1
194	136	1
194	147	1
195	121	1
196	121	1
197	121	1
198	148	1
198	150	1
198	157	1
199	121	1
199	136	1
199	147	1
200	121	1
201	68	1
202	10	1
202	77	1
203	136	1
203	142	1
204	121	1
205	136	1
205	142	1
206	121	1
206	136	1
207	136	1
207	142	1
208	136	1
209	136	1
210	136	1
210	142	1
211	142	1
212	136	1
212	142	1
213	136	1
213	142	1
214	142	1
215	121	1
215	136	1
215	147	1
216	142	1
217	136	1
217	142	1
218	136	1
218	142	1
219	8	1
219	150	1
219	158	1
220	150	1
221	150	1
222	29	1
222	31	1
223	136	1
223	142	1
224	29	1
224	31	1
225	29	1
225	31	1
226	150	1
227	121	1
227	136	1
227	147	1
228	136	1
228	141	1
229	121	1
230	121	1
231	121	1
232	150	1
233	136	1
233	142	1
234	142	1
235	142	1
236	142	1
237	136	1
237	141	1
238	136	1
238	141	1
239	128	1
240	76	1
241	68	1
242	167	1
242	172	1
243	136	1
243	142	1
244	68	1
245	167	1
245	172	1
245	169	1
245	170	1
246	121	1
247	8	1
248	136	1
248	142	1
249	136	1
249	142	1
250	3	1
250	121	1
250	128	1
250	129	1
250	136	1
251	136	1
251	142	1
252	136	1
252	142	1
253	136	1
254	136	1
254	142	1
255	136	1
255	142	1
256	65	1
256	66	1
256	67	1
256	68	1
256	121	1
256	136	1
256	141	1
257	136	1
257	142	1
258	65	1
258	66	1
258	67	1
258	68	1
258	121	1
258	136	1
258	141	1
259	65	1
259	66	1
259	67	1
259	68	1
259	121	1
259	136	1
259	141	1
260	136	1
260	142	1
261	142	1
262	65	1
262	66	1
262	67	1
262	68	1
262	121	1
262	136	1
262	141	1
263	136	1
263	142	1
264	35	1
264	121	1
265	35	1
265	121	1
266	35	1
266	121	1
267	35	1
267	121	1
268	142	1
269	22	1
270	22	1
271	169	1
271	170	1
272	142	1
273	76	1
274	142	1
275	142	1
276	136	1
276	142	1
277	121	1
278	121	1
279	150	1
279	158	1
280	136	1
280	150	1
281	117	1
281	136	1
281	150	1
282	117	1
282	136	1
282	150	1
283	136	1
283	142	1
284	121	1
285	22	1
286	142	1
287	136	1
287	142	1
288	22	1
289	22	1
290	22	1
291	136	1
291	142	1
292	121	1
293	136	1
293	142	1
294	136	1
294	141	1
295	136	1
295	141	1
296	128	1
297	128	1
298	76	1
299	136	1
299	142	1
300	136	1
301	121	1
302	136	1
302	142	1
303	76	1
304	136	1
304	142	1
305	136	1
305	142	1
306	136	1
306	142	1
307	136	1
307	142	1
308	11	1
308	131	1
309	77	1
310	136	1
311	136	1
312	35	1
313	121	1
313	136	1
313	147	1
314	35	1
315	121	1
315	136	1
315	147	1
316	136	1
316	142	1
317	142	1
318	20	1
318	35	1
319	136	1
319	142	1
320	136	1
320	142	1
321	136	1
321	142	1
322	22	1
323	141	1
324	141	1
325	128	1
326	141	1
327	22	1
327	136	1
327	141	1
328	128	1
329	128	1
330	128	1
331	121	1
332	136	1
332	142	1
333	121	1
334	136	1
334	142	1
335	121	1
336	121	1
337	76	1
338	132	1
339	136	1
339	142	1
340	167	1
340	172	1
341	68	1
342	68	1
343	170	1
344	136	1
344	142	1
345	136	1
345	142	1
346	121	1
347	35	1
348	68	1
349	68	1
350	121	1
351	76	1
352	136	1
352	142	1
353	121	1
354	167	1
354	168	1
354	169	1
354	172	1
355	76	1
356	167	1
356	172	1
357	121	1
358	136	1
358	142	1
359	172	1
360	136	1
360	142	1
361	29	1
361	31	1
362	121	1
363	121	1
364	121	1
365	35	1
366	136	1
367	121	1
367	136	1
367	147	1
368	128	1
369	128	1
370	128	1
371	128	1
372	128	1
373	128	1
374	170	1
375	35	1
376	121	1
377	121	1
378	121	1
379	11	1
379	131	1
380	121	1
381	121	1
382	35	1
383	35	1
384	121	1
385	121	1
386	121	1
387	22	1
388	35	1
389	22	1
389	104	1
389	136	1
390	95	1
390	117	1
390	136	1
390	150	1
391	68	1
392	121	1
393	121	1
394	121	1
395	121	1
396	121	1
397	68	1
398	121	1
399	121	1
400	121	1
401	121	1
402	121	1
403	121	1
404	132	1
405	121	1
406	121	1
407	121	1
408	121	1
409	121	1
410	121	1
411	121	1
412	136	1
412	141	1
413	121	1
414	115	1
415	35	1
416	150	1
417	89	1
418	121	1
419	117	1
419	60	1
420	35	1
421	84	1
421	166	1
422	121	1
423	81	1
424	42	1
425	121	1
426	133	1
427	35	1
428	35	1
428	121	1
428	117	1
429	7	1
429	45	1
429	136	1
429	150	1
430	150	1
431	35	1
432	52	1
433	35	1
434	35	1
435	141	1
436	20	1
436	68	1
436	113	1
436	35	1
437	136	1
438	92	1
439	68	1
439	105	1
439	118	1
439	119	1
439	59	1
440	68	1
441	121	1
442	109	1
443	22	1
444	48	1
444	22	1
444	100	1
445	35	1
446	153	1
446	121	1
446	22	1
446	100	1
446	136	1
447	89	1
448	17	1
449	121	1
450	150	1
451	22	1
451	121	1
451	128	1
451	172	1
452	68	1
452	170	1
453	59	1
454	68	1
455	121	1
455	136	1
455	170	1
456	121	1
456	136	1
456	170	1
457	35	1
458	89	1
458	88	1
459	114	1
460	35	1
461	141	1
462	35	1
463	62	1
463	68	1
463	95	1
463	121	1
464	153	1
465	121	1
465	68	1
465	59	1
465	106	1
465	29	1
465	31	1
465	136	1
466	48	1
466	100	1
467	22	1
467	44	1
468	98	1
468	150	1
469	29	1
469	31	1
470	48	1
471	35	1
472	32	1
473	121	1
473	29	1
473	31	1
473	136	1
474	121	1
475	109	1
476	169	1
476	170	1
477	110	1
477	100	1
478	35	1
479	3	1
479	121	1
480	35	1
481	121	1
482	121	1
483	116	1
484	121	1
485	136	1
485	68	1
486	68	1
487	76	1
487	154	1
